workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
2,experiment_07,"['Sarah', 'Sarah']",,1,,bot_check,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,4,,example1,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,5,,example2,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,5,,5,,example2,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,4,,5,,example2,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,3,,5,,example2,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,4,,7,1,26848:18,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,8,0,25772:55,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,9,0,45170:26,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,2,,10,0,62250:48,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,11,0,19512:11,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,2,,12,0,109227:56,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,5,,13,0,122899:21,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,4,,14,0,46764:31,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,4,,15,0,114738:50,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,2,,16,0,87943:11,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,17,0,112241:25,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,18,0,118700:62,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,6,,19,0,105042:18,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
2,experiment_07,3,,20,0,6397:23:00,[],22,Confused,,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,
8,experiment_01,"['Jessica', 'Jessica']",,1,,bot_check,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,4,,example1,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,5,,example2,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,4,,5,,example2,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,4,,5,,example2,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,1,,5,,example2,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,7,0,151728:33,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,8,0,14735:59,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,2,,9,0,31157:19,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,3,,10,0,114731:36,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,11,0,133817:19,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,12,0,91275:50,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,13,0,117586:18,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,14,0,42920:16,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,4,,15,0,155619:56,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,16,0,176811:47,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,17,0,34142:114,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,18,0,31283:31,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,3,,19,0,107569:49,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,4,,20,1,100627:16,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,21,1,71650:16,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,1,,22,1,54036:19,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,1,,23,0,20272:87,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,6,,24,1,57302:38,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
8,experiment_01,7,,25,0,48339:27,[],45,Yes,,4,2,1,Male,English,Chrome,Mac,900,1440,10.81345,
5,experiment_06,"['Jennifer', 'Jennifer']",,1,,bot_check,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,4,,example1,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,4,,example1,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,6,,4,,example1,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,5,,example2,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,1,,5,,example2,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,7,0,8085:15:00,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,8,0,148810:76,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,9,1,148793:49,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,10,0,173250:33,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,11,0,55459:18,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,12,0,9927:18:00,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,1,,13,0,90180:32,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,14,0,115127:13,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,15,0,39551:19,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,16,1,74357:139,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,17,0,58645:18,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,1,,18,0,176749:52,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,19,0,87727:36,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,20,0,112423:40,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,5,,21,0,30380:92,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,22,0,163673:26,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,4,,23,0,4531:36:00,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,7,,24,0,172447:43,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
5,experiment_06,5,,25,0,61475:34,[],27,Yes,,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,
7,experiment_05,"['Elizabeth', 'Elizabeth']",,1,,bot_check,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,4,,example1,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,4,,example1,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,5,,example2,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,1,,5,,example2,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,7,0,54041:35,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,8,0,34142:42,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,9,1,88496:36,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,10,1,46762:16,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,11,1,106447:53,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,12,0,48325:64,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,13,0,86649:33,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,14,0,90924:61,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,15,0,153560:105,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,16,0,103964:16,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,17,0,49496:23,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,18,1,161808:39,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,1,,19,0,1130:56:00,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,1,,20,1,91713:93,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,21,0,42922:16,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,1,,22,0,87599:18,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,23,1,38890:31,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,7,,24,0,47381:11,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
7,experiment_05,4,,25,1,53473:26,[],27,Yes,,4,1,1,Female,English,Chrome,Mac,800,1280,14.39006667,
4,experiment_03,"['Margaret', 'Margaret']",,1,,bot_check,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,4,,example1,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,1,,5,,example2,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,7,0,112247:39,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,1,,8,0,22314:16,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,9,0,1049:139,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,10,0,81788:35,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,4,,11,0,155874:31,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,1,,12,0,25772:30,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,4,,13,0,103781:16,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,14,0,106458:28,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,4,,15,1,120636:23,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,16,0,29430:124,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,4,,17,0,176813:21,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,18,0,58758:18,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,19,0,86728:108,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,20,0,55972:154,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,1,,21,0,121906:18,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,22,0,36073:14,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,23,0,86651:16,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,24,0,170899:22,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
4,experiment_03,7,,25,0,45129:143,[],25,Yes,,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,
1,experiment_04,"['Jennifer', 'Jennifer']",,1,,bot_check,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,4,,example1,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,1,,5,,example2,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,7,1,142180:37,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,8,0,105090:37,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,9,1,48297:67,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,10,0,18673:73,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,11,1,150716:46,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,12,1,105552:54,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,13,0,154107:34,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,14,0,48296:72,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,15,0,45147:85,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,16,0,28106:159,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,17,0,71647:47,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,18,0,153527:76,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,1,,19,1,113745:51,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,20,0,13907:24,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,21,0,29734:16,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,4,,22,0,92015:77,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,7,,23,0,72086:35,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
1,experiment_04,1,,24,0,36140:45,[],29,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,19.75968333,
3,experiment_02,"['Patricia', 'Patricia']",,1,,bot_check,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,4,,example1,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,1,,5,,example2,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,7,0,45111:93,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,8,0,87941:11,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,4,,9,0,14829:73,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,6,,10,0,86712:37,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,4,,11,0,62072:48,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,12,0,90074:87,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,5,,13,1,97050:16,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,6,,14,0,45116:18,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,15,0,31157:69,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,6,,16,0,71768:54,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,17,0,85292:20,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,18,0,120021:35,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,4,,19,1,119163:33,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,6,,20,0,24860:16,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,1,,21,0,115523:46,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,2,,22,0,50809:76,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,6,,23,0,86707:53,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,24,0,45146:25,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,
3,experiment_02,7,,25,0,59470:107,[],24,Yes,,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,